ID,lsoa01cd,lsoa01nm,mh_crude_tot,mh_tot
1076,E01001076,Croydon 036A,377,0.021040702
1077,E01001077,Croydon 032C,282,-0.497192063
1078,E01001078,Croydon 032D,356,-0.093516014
1079,E01001079,Croydon 036B,479,0.57745904
1080,E01001080,Croydon 036C,795,2.30126487
1081,E01001081,Croydon 036D,514,0.768386901
1082,E01001082,Croydon 032E,305,-0.371725183
1083,E01001083,Croydon 003A,231,-0.775401231
1084,E01001084,Croydon 002A,509,0.741111492
1085,E01001085,Croydon 004A,285,-0.480826818
1086,E01001086,Croydon 003B,586,1.161152786
1087,E01001087,Croydon 003C,274,-0.540832717
1088,E01001088,Croydon 004B,174,-1.086340891
1089,E01001089,Croydon 004C,616,1.324805238
1090,E01001090,Croydon 004D,251,-0.666299597
1091,E01001091,Croydon 004E,262,-0.606293698
1092,E01001092,Croydon 037B,975,3.283179583
1093,E01001093,Croydon 037C,240,-0.726305496
1094,E01001094,Croydon 038E,461,0.479267569
1095,E01001095,Croydon 031D,301,-0.39354551
1096,E01001096,Croydon 037D,162,-1.151801872
1097,E01001097,Croydon 037E,589,1.177518031
1098,E01001098,Croydon 037F,372,-0.006234706
1099,E01001099,Croydon 040D,318,-0.30080912
1100,E01001100,Croydon 031E,210,-0.889957948
1101,E01001101,Croydon 035B,176,-1.075430727
1102,E01001102,Croydon 035C,340,-0.180797322
1103,E01001103,Croydon 039A,263,-0.600838616
1104,E01001104,Croydon 042D,189,-1.004514665
1105,E01001105,Croydon 039B,353,-0.109881259
1106,E01001106,Croydon 039C,304,-0.377180265
1107,E01001107,Croydon 035D,494,0.659285266
1108,E01001108,Croydon 035E,123,-1.364550059
1109,E01001109,Croydon 013B,449,0.413806588
1110,E01001110,Croydon 020D,673,1.635744897
1111,E01001111,Croydon 010D,369,-0.022599951
1112,E01001112,Croydon 013C,637,1.439361955
1113,E01001113,Croydon 013D,335,-0.208072731
1114,E01001114,Croydon 013E,525,0.8283928
1115,E01001115,Croydon 015B,639,1.450272118
1116,E01001116,Croydon 013F,286,-0.475371736
1117,E01001117,Croydon 015C,649,1.504822936
1118,E01001118,Croydon 020E,469,0.522908223
1119,E01001119,Croydon 034G,177,-1.069975645
1120,E01001120,Croydon 033A,261,-0.611748779
1121,E01001121,Croydon 039D,201,-0.939053684
1122,E01001122,Croydon 033B,203,-0.92814352
1123,E01001123,Croydon 033C,260,-0.617203861
1124,E01001124,Croydon 033D,458,0.462902323
1125,E01001125,Croydon 033E,292,-0.442641245
1126,E01001126,Croydon 034H,189,-1.004514665
1127,E01001127,Croydon 025A,216,-0.857227458
1128,E01001128,Croydon 025B,318,-0.30080912
1129,E01001129,Croydon 026D,203,-0.92814352
1130,E01001130,Croydon 025C,277,-0.524467471
1131,E01001131,Croydon 018C,287,-0.469916654
1132,E01001132,Croydon 018D,371,-0.011689788
1133,E01001133,Croydon 026E,329,-0.240803221
1134,E01001134,Croydon 018E,242,-0.715395332
1135,E01001135,Croydon 025D,219,-0.840862212
1136,E01001136,Croydon 007A,600,1.23752393
1137,E01001137,Croydon 001A,563,1.035685906
1138,E01001138,Croydon 001B,235,-0.753580905
1139,E01001139,Croydon 007B,209,-0.89541303
1140,E01001140,Croydon 007C,598,1.226613767
1141,E01001141,Croydon 008A,403,0.162872828
1142,E01001142,Croydon 007D,288,-0.464461572
1143,E01001143,Croydon 008B,436,0.342890525
1144,E01001144,Croydon 007E,524,0.822937718
1145,E01001145,Croydon 008C,517,0.784752146
1146,E01001146,Croydon 006A,214,-0.868137621
1147,E01001147,Croydon 005A,375,0.010130539
1148,E01001148,Croydon 005B,299,-0.404455673
1149,E01001149,Croydon 006B,190,-0.999059583
1150,E01001150,Croydon 006C,209,-0.89541303
1151,E01001151,Croydon 005C,499,0.686560675
1152,E01001152,Croydon 005D,318,-0.30080912
1153,E01001153,Croydon 006D,217,-0.851772376
1154,E01001154,Croydon 006E,291,-0.448096327
1155,E01001155,Croydon 010E,953,3.163167784
1156,E01001156,Croydon 001C,829,2.486737649
1157,E01001157,Croydon 002B,268,-0.573563207
1158,E01001158,Croydon 005E,307,-0.360815019
1159,E01001159,Croydon 002C,225,-0.808131722
1160,E01001160,Croydon 002D,196,-0.966329092
1161,E01001161,Croydon 003D,346,-0.148066831
1162,E01001162,Croydon 001D,530,0.855668209
1163,E01001163,Croydon 002E,264,-0.595383534
1164,E01001164,Croydon 001E,322,-0.278988793
1165,E01001165,Croydon 024C,287,-0.469916654
1166,E01001166,Croydon 024D,430,0.310160035
1167,E01001167,Croydon 028A,257,-0.633569106
1168,E01001168,Croydon 024E,263,-0.600838616
1169,E01001169,Croydon 028B,493,0.653830184
1170,E01001170,Croydon 027E,703,1.79939735
1171,E01001171,Croydon 028C,984,3.332275318
1172,E01001172,Croydon 028D,394,0.113777092
1173,E01001173,Croydon 028E,364,-0.04987536
1174,E01001174,Croydon 011A,206,-0.911778275
1175,E01001175,Croydon 011B,529,0.850213127
1176,E01001176,Croydon 011C,177,-1.069975645
1177,E01001177,Croydon 016C,467,0.511998059
1178,E01001178,Croydon 015D,751,2.061241273
1179,E01001179,Croydon 016D,267,-0.579018289
1180,E01001180,Croydon 016E,257,-0.633569106
1181,E01001181,Croydon 015E,641,1.461182282
1182,E01001182,Croydon 011D,269,-0.568108125
1183,E01001183,Croydon 011E,176,-1.075430727
1184,E01001184,Croydon 011F,234,-0.759035986
1185,E01001185,Croydon 014B,340,-0.180797322
1186,E01001186,Croydon 014C,562,1.030230824
1187,E01001187,Croydon 017E,334,-0.213527812
1188,E01001188,Croydon 014D,342,-0.169887158
1189,E01001189,Croydon 012C,276,-0.529922553
1190,E01001190,Croydon 012D,254,-0.649934351
1191,E01001191,Croydon 008D,347,-0.14261175
1192,E01001192,Croydon 008E,370,-0.01714487
1193,E01001193,Croydon 014E,343,-0.164432077
1194,E01001194,Croydon 012E,211,-0.884502866
1195,E01001195,Ealing 021A,308,-0.355359938
1196,E01001196,Ealing 015A,796,2.306719951
1197,E01001197,Ealing 021B,707,1.821217677
1198,E01001198,Ealing 021C,452,0.430171833
1199,E01001199,Ealing 021D,491,0.642920021
1200,E01001200,Ealing 025A,406,0.179238073
1201,E01001201,Ealing 025B,645,1.483002609
1202,E01001202,Ealing 025C,532,0.866578372
1203,E01001203,Ealing 025D,693,1.744846532
1204,E01001204,Ealing 018A,299,-0.404455673
1205,E01001205,Ealing 018B,386,0.070136438
1206,E01001206,Ealing 018C,433,0.32652528
1207,E01001207,Ealing 018D,283,-0.491736981
1208,E01001208,Ealing 018E,364,-0.04987536
1209,E01001209,Ealing 013A,473,0.544728549
1210,E01001210,Ealing 016A,734,1.968504883
1211,E01001211,Ealing 013B,387,0.07559152
1212,E01001212,Ealing 018F,1228,4.663315263
1213,E01001213,Ealing 023A,401,0.151962664
1214,E01001214,Ealing 023B,307,-0.360815019
1215,E01001215,Ealing 023C,519,0.795662309
1216,E01001216,Ealing 023D,580,1.128422296
1217,E01001217,Ealing 014A,387,0.07559152
1218,E01001218,Ealing 012A,574,1.095691805
1219,E01001219,Ealing 029A,624,1.368445892
1220,E01001220,Ealing 029B,299,-0.404455673
1221,E01001221,Ealing 020A,506,0.724746247
1222,E01001222,Ealing 019A,395,0.119232174
1223,E01001223,Ealing 020B,895,2.846773044
1224,E01001224,Ealing 019B,251,-0.666299597
1225,E01001225,Ealing 020C,616,1.324805238
1226,E01001226,Ealing 019C,474,0.550183631
1227,E01001227,Ealing 019D,292,-0.442641245
1228,E01001228,Ealing 019E,513,0.762931819
1229,E01001229,Ealing 031A,581,1.133877377
1230,E01001230,Ealing 031B,610,1.292074748
1231,E01001231,Ealing 027A,243,-0.709940251
1232,E01001232,Ealing 031C,488,0.626554776
1233,E01001233,Ealing 031D,449,0.413806588
1234,E01001234,Ealing 027B,374,0.004675457
1235,E01001235,Ealing 020D,391,0.097411847
1236,E01001236,Ealing 020E,294,-0.431731082
1237,E01001237,Ealing 031E,812,2.394001259
1238,E01001238,Ealing 015B,327,-0.251713385
1239,E01001239,Ealing 015C,576,1.106601969
1240,E01001240,Ealing 024A,513,0.762931819
1241,E01001241,Ealing 024B,351,-0.120791423
1242,E01001242,Ealing 024C,1012,3.485017607
1243,E01001243,Ealing 024D,474,0.550183631
1244,E01001244,Ealing 024E,500,0.692015756
1245,E01001245,Ealing 024F,267,-0.579018289
1246,E01001246,Ealing 015D,397,0.130142337
1247,E01001247,Ealing 015E,276,-0.529922553
1248,E01001248,Ealing 035A,648,1.499367854
1249,E01001249,Ealing 028A,674,1.641199979
1250,E01001250,Ealing 028B,916,2.96132976
1251,E01001251,Ealing 030A,433,0.32652528
1252,E01001252,Ealing 030B,440,0.364710852
1253,E01001253,Ealing 030C,409,0.195603318
1254,E01001254,Ealing 030D,407,0.184693155
1255,E01001255,Ealing 028C,425,0.282884626
1256,E01001256,Ealing 010A,606,1.270254421
1257,E01001257,Ealing 008A,550,0.964769843
1258,E01001258,Ealing 010B,314,-0.322629447
1259,E01001259,Ealing 014B,277,-0.524467471
1260,E01001260,Ealing 012B,532,0.866578372
1261,E01001261,Ealing 012C,474,0.550183631
1262,E01001262,Ealing 010C,708,1.826672758
1263,E01001263,Ealing 010D,492,0.648375103
1264,E01001264,Ealing 010E,411,0.206513482
1265,E01001265,Ealing 006A,412,0.211968563
1266,E01001266,Ealing 006B,267,-0.579018289
1267,E01001267,Ealing 006C,806,2.361270769
1268,E01001268,Ealing 012D,394,0.113777092
1269,E01001269,Ealing 001A,175,-1.080885809
1270,E01001270,Ealing 004A,260,-0.617203861
1271,E01001271,Ealing 001B,297,-0.415365837
1272,E01001272,Ealing 006D,458,0.462902323
1273,E01001273,Ealing 020F,203,-0.92814352
1274,E01001274,Ealing 020G,212,-0.879047785
1275,E01001275,Ealing 020H,384,0.059226275
1276,E01001276,Ealing 011A,252,-0.660844515
1277,E01001277,Ealing 011B,371,-0.011689788
1278,E01001278,Ealing 011C,295,-0.426276
1279,E01001279,Ealing 013C,242,-0.715395332
1280,E01001280,Ealing 011D,285,-0.480826818
1281,E01001281,Ealing 013D,464,0.495632814
1282,E01001282,Ealing 016B,728,1.935774393
1283,E01001283,Ealing 016C,849,2.595839284
1284,E01001284,Ealing 022A,346,-0.148066831
1285,E01001285,Ealing 016D,393,0.10832201
1286,E01001286,Ealing 016E,604,1.259344257
1287,E01001287,Ealing 016F,524,0.822937718
1288,E01001288,Ealing 022B,257,-0.633569106
1289,E01001289,Ealing 022C,300,-0.399000591
1290,E01001290,Ealing 022D,422,0.266519381
1291,E01001291,Ealing 014C,339,-0.186252404
1292,E01001292,Ealing 014D,322,-0.278988793
1293,E01001293,Ealing 014E,337,-0.197162567
1294,E01001294,Ealing 017A,310,-0.344449774
1295,E01001295,Ealing 017B,320,-0.289898957
1296,E01001296,Ealing 017C,448,0.408351506
1297,E01001297,Ealing 017D,464,0.495632814
1298,E01001298,Ealing 017E,1034,3.605029405
1299,E01001299,Ealing 035B,214,-0.868137621
1300,E01001300,Ealing 039A,212,-0.879047785
1301,E01001301,Ealing 039B,544,0.932039353
1302,E01001302,Ealing 039C,238,-0.737215659
1303,E01001303,Ealing 032A,204,-0.922688438
1304,E01001304,Ealing 039D,501,0.697470838
1305,E01001305,Ealing 035C,226,-0.80267664
1306,E01001306,Ealing 035D,368,-0.028055033
1307,E01001307,Ealing 002A,214,-0.868137621
1308,E01001308,Ealing 002B,209,-0.89541303
1309,E01001309,Ealing 001C,261,-0.611748779
1310,E01001310,Ealing 001D,336,-0.202617649
1311,E01001311,Ealing 001E,422,0.266519381
1312,E01001312,Ealing 002C,219,-0.840862212
1313,E01001313,Ealing 002D,265,-0.589928452
1314,E01001314,Ealing 002E,300,-0.399000591
1315,E01001315,Ealing 003A,328,-0.246258303
1316,E01001316,Ealing 003B,450,0.419261669
1317,E01001317,Ealing 003C,315,-0.317174365
1318,E01001318,Ealing 003D,515,0.773841983
1319,E01001319,Ealing 004B,255,-0.64447927
1320,E01001320,Ealing 003E,439,0.35925577
1321,E01001321,Ealing 003F,332,-0.224437976
1322,E01001322,Ealing 004C,312,-0.333539611
1323,E01001323,Ealing 004D,365,-0.044420278
1324,E01001324,Ealing 008B,526,0.833847882
1325,E01001325,Ealing 009A,444,0.386531179
1326,E01001326,Ealing 008C,585,1.155697704
1327,E01001327,Ealing 009B,404,0.168327909
1328,E01001328,Ealing 009C,504,0.713836083
1329,E01001329,Ealing 009D,574,1.095691805
1330,E01001330,Ealing 008D,641,1.461182282
1331,E01001331,Ealing 009E,394,0.113777092
1332,E01001332,Ealing 008E,481,0.588369203
1333,E01001333,Ealing 038A,1183,4.417836585
1334,E01001334,Ealing 029C,471,0.533818386
1335,E01001335,Ealing 038B,914,2.950419597
1336,E01001336,Ealing 038C,434,0.331980362
1337,E01001337,Ealing 029D,1030,3.583209078
1338,E01001338,Ealing 029E,782,2.230348807
1339,E01001339,Ealing 029F,446,0.397441343
1340,E01001340,Ealing 029G,1682,7.139922373
1341,E01001341,Ealing 005A,254,-0.649934351
1342,E01001342,Ealing 005B,220,-0.835407131
1343,E01001343,Ealing 005C,169,-1.113616299
1344,E01001344,Ealing 007A,347,-0.14261175
1345,E01001345,Ealing 005D,276,-0.529922553
1346,E01001346,Ealing 007B,266,-0.584473371
1347,E01001347,Ealing 007C,222,-0.824496967
1348,E01001348,Ealing 007D,212,-0.879047785
1349,E01001349,Ealing 006E,853,2.61765961
1350,E01001350,Ealing 027C,540,0.910219026
1351,E01001351,Ealing 025E,831,2.497647812
1352,E01001352,Ealing 027D,399,0.141052501
1353,E01001353,Ealing 033A,471,0.533818386
1354,E01001354,Ealing 027E,741,2.006690456
1355,E01001355,Ealing 033B,587,1.166607868
1356,E01001356,Ealing 033C,732,1.95759472
1357,E01001357,Ealing 033D,761,2.11579209
1358,E01001358,Ealing 033E,515,0.773841983
1359,E01001359,Ealing 026A,396,0.124687256
1360,E01001360,Ealing 026B,465,0.501087896
1361,E01001361,Ealing 023E,641,1.461182282
1362,E01001362,Ealing 026C,636,1.433906873
1363,E01001363,Ealing 026D,316,-0.311719284
1364,E01001364,Ealing 026E,558,1.008410497
1365,E01001365,Ealing 026F,537,0.893853781
1366,E01001366,Ealing 037A,351,-0.120791423
1367,E01001367,Ealing 037B,522,0.812027555
1368,E01001368,Ealing 037C,548,0.95385968
1369,E01001369,Ealing 038D,391,0.097411847
1370,E01001370,Ealing 037D,331,-0.229893058
1371,E01001371,Ealing 037E,346,-0.148066831
1372,E01001372,Ealing 037F,343,-0.164432077
1373,E01001373,Ealing 037G,390,0.091956765
1374,E01001374,Ealing 036A,282,-0.497192063
1375,E01001375,Ealing 034A,333,-0.218982894
1376,E01001376,Ealing 036B,711,1.843038003
1377,E01001377,Ealing 034B,248,-0.682664842
1378,E01001378,Ealing 036C,309,-0.349904856
1379,E01001379,Ealing 034C,218,-0.846317294
1380,E01001380,Ealing 036D,467,0.511998059
1381,E01001381,Ealing 034D,289,-0.459006491
1382,E01001382,Ealing 032B,268,-0.573563207
1383,E01001383,Ealing 028D,241,-0.720850414
1384,E01001384,Ealing 032C,329,-0.240803221
1385,E01001385,Ealing 032D,161,-1.157256953
1386,E01001386,Ealing 031F,342,-0.169887158
1387,E01001387,Ealing 032E,618,1.335715402
1388,E01001388,Ealing 028E,999,3.414101544
1389,E01001389,Ealing 028F,453,0.435626915
1390,E01001390,Enfield 036A,281,-0.502647145
1391,E01001391,Enfield 036B,556,0.997500334
1392,E01001392,Enfield 032A,198,-0.955418929
1393,E01001393,Enfield 036C,266,-0.584473371
1394,E01001394,Enfield 035A,380,0.037405948
1395,E01001395,Enfield 035B,301,-0.39354551
1396,E01001396,Enfield 036D,263,-0.600838616
1397,E01001397,Enfield 035C,327,-0.251713385
1398,E01001398,Enfield 021A,286,-0.475371736
1399,E01001399,Enfield 021B,241,-0.720850414
1400,E01001400,Enfield 021C,412,0.211968563
1401,E01001401,Enfield 016A,184,-1.031790073
1402,E01001402,Enfield 021D,254,-0.649934351
1403,E01001403,Enfield 021E,277,-0.524467471
1404,E01001404,Enfield 026A,270,-0.562653044
1405,E01001405,Enfield 015A,671,1.624834734
1406,E01001406,Enfield 015B,561,1.024775743
1407,E01001407,Enfield 005A,335,-0.208072731
1408,E01001408,Enfield 004A,321,-0.284443875
1409,E01001409,Enfield 005B,314,-0.322629447
1410,E01001410,Enfield 005C,715,1.86485833
1411,E01001411,Enfield 004B,254,-0.649934351
1412,E01001412,Enfield 004C,367,-0.033510115
1413,E01001413,Enfield 004D,556,0.997500334
1414,E01001414,Enfield 004E,491,0.642920021
1415,E01001415,Enfield 011A,464,0.495632814
1416,E01001416,Enfield 013A,198,-0.955418929
1417,E01001417,Enfield 011B,270,-0.562653044
1418,E01001418,Enfield 011C,510,0.746566574
1419,E01001419,Enfield 020A,301,-0.39354551
1420,E01001420,Enfield 020B,400,0.146507582
1421,E01001421,Enfield 020C,661,1.570283916
1422,E01001422,Enfield 011D,268,-0.573563207
1423,E01001423,Enfield 027A,393,0.10832201
1424,E01001424,Enfield 030A,367,-0.033510115
1425,E01001425,Enfield 027B,371,-0.011689788
1426,E01001426,Enfield 030B,337,-0.197162567
1427,E01001427,Enfield 030C,328,-0.246258303
1428,E01001428,Enfield 027C,425,0.282884626
1429,E01001429,Enfield 030D,492,0.648375103
1430,E01001430,Enfield 030E,429,0.304704953
1431,E01001431,Enfield 033A,365,-0.044420278
1432,E01001432,Enfield 033B,298,-0.409910755
1433,E01001433,Enfield 007A,256,-0.639024188
1434,E01001434,Enfield 007B,272,-0.55174288
1435,E01001435,Enfield 007C,198,-0.955418929
1436,E01001436,Enfield 007D,324,-0.26807863
1437,E01001437,Enfield 014A,423,0.271974462
1438,E01001438,Enfield 007E,230,-0.780856313
1439,E01001439,Enfield 006A,360,-0.071695687
1440,E01001440,Enfield 012A,371,-0.011689788
1441,E01001441,Enfield 006B,329,-0.240803221
1442,E01001442,Enfield 002A,631,1.406631464
1443,E01001443,Enfield 003A,235,-0.753580905
1444,E01001444,Enfield 001A,284,-0.486281899
1445,E01001445,Enfield 003B,285,-0.480826818
1446,E01001446,Enfield 001B,218,-0.846317294
1447,E01001447,Enfield 003C,432,0.321070198
1448,E01001448,Enfield 003D,286,-0.475371736
1449,E01001449,Enfield 003E,291,-0.448096327
1450,E01001450,Enfield 015C,335,-0.208072731
1451,E01001451,Enfield 017A,352,-0.115336341
1452,E01001452,Enfield 017B,205,-0.917233357
1453,E01001453,Enfield 017C,182,-1.042700237
1454,E01001454,Enfield 017D,317,-0.306264202
1455,E01001455,Enfield 021F,274,-0.540832717
1456,E01001456,Enfield 022A,152,-1.206352689
1457,E01001457,Enfield 010A,479,0.57745904
1458,E01001458,Enfield 034A,416,0.23378889
1459,E01001459,Enfield 024A,250,-0.671754678
1460,E01001460,Enfield 024B,341,-0.17534224
1461,E01001461,Enfield 027D,555,0.992045252
1462,E01001462,Enfield 024C,361,-0.066240605
1463,E01001463,Enfield 031A,280,-0.508102226
1464,E01001464,Enfield 027E,378,0.026495784
1465,E01001465,Enfield 031B,340,-0.180797322
1466,E01001466,Enfield 031C,224,-0.813586804
1467,E01001467,Enfield 031D,288,-0.464461572
1468,E01001468,Enfield 010B,1081,3.861418247
1469,E01001469,Enfield 008A,312,-0.333539611
1470,E01001470,Enfield 013B,311,-0.338994692
1471,E01001471,Enfield 010C,364,-0.04987536
1472,E01001472,Enfield 010D,276,-0.529922553
1473,E01001473,Enfield 013C,329,-0.240803221
1474,E01001474,Enfield 010E,346,-0.148066831
1475,E01001475,Enfield 013D,186,-1.02087991
1476,E01001476,Enfield 018A,311,-0.338994692
1477,E01001477,Enfield 018B,335,-0.208072731
1478,E01001478,Enfield 016B,323,-0.273533711
1479,E01001479,Enfield 023A,607,1.275709503
1480,E01001480,Enfield 024D,480,0.582914122
1481,E01001481,Enfield 018C,508,0.73565641
1482,E01001482,Enfield 023B,310,-0.344449774
1483,E01001483,Enfield 025A,555,0.992045252
1484,E01001484,Enfield 016C,309,-0.349904856
1485,E01001485,Enfield 025B,361,-0.066240605
1486,E01001486,Enfield 025C,423,0.271974462
1487,E01001487,Enfield 023C,413,0.217423645
1488,E01001488,Enfield 024E,255,-0.64447927
1489,E01001489,Enfield 023D,302,-0.388090428
1490,E01001490,Enfield 025D,509,0.741111492
1491,E01001491,Enfield 023E,320,-0.289898957
1492,E01001492,Enfield 025E,311,-0.338994692
1493,E01001493,Enfield 026B,458,0.462902323
1494,E01001494,Enfield 026C,239,-0.731760578
1495,E01001495,Enfield 029A,252,-0.660844515
1496,E01001496,Enfield 026D,265,-0.589928452
1497,E01001497,Enfield 031E,288,-0.464461572
1498,E01001498,Enfield 029B,272,-0.55174288
1499,E01001499,Enfield 031F,296,-0.420820918
1500,E01001500,Enfield 035D,333,-0.218982894
1501,E01001501,Enfield 036E,472,0.539273468
1502,E01001502,Enfield 018D,287,-0.469916654
1503,E01001503,Enfield 018E,268,-0.573563207
1504,E01001504,Enfield 012B,374,0.004675457
1505,E01001505,Enfield 012C,306,-0.366270101
1506,E01001506,Enfield 014B,341,-0.17534224
1507,E01001507,Enfield 012D,393,0.10832201
1508,E01001508,Enfield 012E,396,0.124687256
1509,E01001509,Enfield 014C,303,-0.382635346
1510,E01001510,Enfield 014D,489,0.632009857
1511,E01001511,Enfield 016D,217,-0.851772376
1512,E01001512,Enfield 015D,434,0.331980362
1513,E01001513,Enfield 012F,325,-0.262623548
1514,E01001514,Enfield 016E,295,-0.426276
1515,E01001515,Enfield 015E,360,-0.071695687
1516,E01001516,Enfield 005D,409,0.195603318
1517,E01001517,Enfield 006C,530,0.855668209
1518,E01001518,Enfield 016F,253,-0.655389433
1519,E01001519,Enfield 020D,198,-0.955418929
1520,E01001520,Enfield 019A,320,-0.289898957
1521,E01001521,Enfield 028A,242,-0.715395332
1522,E01001522,Enfield 019B,537,0.893853781
1523,E01001523,Enfield 019C,265,-0.589928452
1524,E01001524,Enfield 019D,277,-0.524467471
1525,E01001525,Enfield 020E,561,1.024775743
1526,E01001526,Enfield 019E,201,-0.939053684
1527,E01001527,Enfield 036F,373,-0.000779624
1528,E01001528,Enfield 032B,307,-0.360815019
1529,E01001529,Enfield 032C,953,3.163167784
1530,E01001530,Enfield 032D,237,-0.742670741
1531,E01001531,Enfield 028B,362,-0.060785524
1532,E01001532,Enfield 028C,183,-1.037245155
1533,E01001533,Enfield 028D,362,-0.060785524
1534,E01001534,Enfield 032E,283,-0.491736981
1535,E01001535,Enfield 028E,277,-0.524467471
1536,E01001536,Enfield 008B,464,0.495632814
1537,E01001537,Enfield 005E,535,0.882943617
1538,E01001538,Enfield 009A,234,-0.759035986
1539,E01001539,Enfield 009B,297,-0.415365837
1540,E01001540,Enfield 008C,299,-0.404455673
1541,E01001541,Enfield 008D,227,-0.797221558
1542,E01001542,Enfield 008E,446,0.397441343
1543,E01001543,Enfield 009C,251,-0.666299597
1544,E01001544,Enfield 009D,284,-0.486281899
1545,E01001545,Enfield 002B,530,0.855668209
1546,E01001546,Enfield 001C,244,-0.704485169
1547,E01001547,Enfield 002C,439,0.35925577
1548,E01001548,Enfield 002D,292,-0.442641245
1549,E01001549,Enfield 006D,365,-0.044420278
1550,E01001550,Enfield 006E,381,0.042861029
1551,E01001551,Enfield 002E,527,0.839302963
1552,E01001552,Enfield 001D,470,0.528363304
1553,E01001553,Enfield 034B,507,0.730201329
1554,E01001554,Enfield 034C,435,0.337435443
1555,E01001555,Enfield 033C,362,-0.060785524
1556,E01001556,Enfield 035E,243,-0.709940251
1557,E01001557,Enfield 033D,321,-0.284443875
1558,E01001558,Enfield 033E,267,-0.579018289
1559,E01001559,Enfield 033F,706,1.815762595
1560,E01001560,Enfield 035F,280,-0.508102226
1561,E01001561,Enfield 034D,297,-0.415365837
1562,E01001562,Enfield 034E,720,1.892133739
1563,E01001563,Enfield 029C,458,0.462902323
1564,E01001564,Enfield 022B,415,0.228333809
1565,E01001565,Enfield 029D,421,0.261064299
1566,E01001566,Enfield 029E,763,2.126702254
1567,E01001567,Enfield 022C,188,-1.009969746
1568,E01001568,Enfield 022D,145,-1.244538261
1569,E01001569,Enfield 022E,275,-0.535377635
1570,E01001570,Enfield 026E,505,0.719291165
1571,E01001571,Greenwich 008A,248,-0.682664842
1572,E01001572,Greenwich 008B,216,-0.857227458
1573,E01001573,Greenwich 008C,191,-0.993604501
1574,E01001574,Greenwich 008D,643,1.472092445
1575,E01001575,Greenwich 003A,388,0.081046602
1576,E01001576,Greenwich 003B,733,1.963049802
1577,E01001577,Greenwich 003C,466,0.506542977
1578,E01001578,Greenwich 003D,265,-0.589928452
1579,E01001579,Greenwich 003E,424,0.277429544
1580,E01001580,Greenwich 021A,171,-1.102706136
1581,E01001581,Greenwich 016A,437,0.348345607
1582,E01001582,Greenwich 021B,511,0.752021656
1583,E01001583,Greenwich 021C,248,-0.682664842
1584,E01001584,Greenwich 021D,252,-0.660844515
1585,E01001585,Greenwich 016B,243,-0.709940251
1586,E01001586,Greenwich 016C,471,0.533818386
1587,E01001587,Greenwich 016D,166,-1.129981545
1588,E01001588,Greenwich 012A,913,2.944964515
1589,E01001589,Greenwich 012B,465,0.501087896
1590,E01001590,Greenwich 014A,260,-0.617203861
1591,E01001591,Greenwich 012C,463,0.490177732
1592,E01001592,Greenwich 014B,273,-0.546287798
1593,E01001593,Greenwich 014C,303,-0.382635346
1594,E01001594,Greenwich 014D,408,0.190148236
1595,E01001595,Greenwich 012D,503,0.708381002
1596,E01001596,Greenwich 032A,223,-0.819041885
1597,E01001597,Greenwich 031A,295,-0.426276
1598,E01001598,Greenwich 031B,246,-0.693575005
1599,E01001599,Greenwich 032B,233,-0.764491068
1600,E01001600,Greenwich 032C,299,-0.404455673
1601,E01001601,Greenwich 032D,747,2.039420946
1602,E01001602,Greenwich 031C,379,0.031950866
1603,E01001603,Greenwich 031D,636,1.433906873
1604,E01001604,Greenwich 027A,164,-1.140891708
1605,E01001605,Greenwich 023A,174,-1.086340891
1606,E01001606,Greenwich 023B,149,-1.222717934
1607,E01001607,Greenwich 027B,295,-0.426276
1608,E01001608,Greenwich 027C,240,-0.726305496
1609,E01001609,Greenwich 027D,485,0.61018953
1610,E01001610,Greenwich 023C,256,-0.639024188
1611,E01001611,Greenwich 023D,461,0.479267569
1612,E01001612,Greenwich 030A,25,-1.89914807
1613,E01001613,Greenwich 028A,339,-0.186252404
1614,E01001614,Greenwich 028B,166,-1.129981545
1615,E01001615,Greenwich 028C,375,0.010130539
1616,E01001616,Greenwich 030B,563,1.035685906
1617,E01001617,Greenwich 028D,316,-0.311719284
1618,E01001618,Greenwich 030C,370,-0.01714487
1619,E01001619,Greenwich 030D,307,-0.360815019
1620,E01001620,Greenwich 025A,351,-0.120791423
1621,E01001621,Greenwich 025B,439,0.35925577
1622,E01001622,Greenwich 024A,406,0.179238073
1623,E01001623,Greenwich 025C,263,-0.600838616
1624,E01001624,Greenwich 025D,356,-0.093516014
1625,E01001625,Greenwich 025E,386,0.070136438
1626,E01001626,Greenwich 024B,263,-0.600838616
1627,E01001627,Greenwich 024C,754,2.077606518
1628,E01001628,Greenwich 024D,1109,4.014160536
1629,E01001629,Greenwich 009A,315,-0.317174365
1630,E01001630,Greenwich 007A,459,0.468357405
1631,E01001631,Greenwich 007B,356,-0.093516014
1632,E01001632,Greenwich 007C,207,-0.906323193
1633,E01001633,Greenwich 009B,422,0.266519381
1634,E01001634,Greenwich 009C,670,1.619379652
1635,E01001635,Greenwich 007D,231,-0.775401231
1636,E01001636,Greenwich 007E,270,-0.562653044
1637,E01001637,Greenwich 009D,309,-0.349904856
1638,E01001638,Greenwich 018A,684,1.695750797
1639,E01001639,Greenwich 018B,146,-1.239083179
1640,E01001640,Greenwich 018C,355,-0.098971096
